sms_data_id,user_id,sms_id,body,creator,date,body_translated,Amount,Merchant,Balance,Is Relevant,amount,balance,merchant
04a949b0-bb07-43da-8d75-de9e7907104c,62,1793.0,"Sent Rs.30.00 from Kotak Bank AC X8250 to 8655116321@ibl on 19-12-24.UPI Ref 435442993990. Not you, https://kotak.com/KBANKT/Fraud",com.google.android.apps.messaging,2024-12-19T04:12:17.726Z,"Sent Rs.30.00 from Kotak Bank AC X8250 to 8655116321@ibl on 19-12-24.UPI Ref 435442993990. Not you, https://kotak.com/KBANKT/Fraud",,,,True,30.00,,Kotak Bank AC X8250 to 8655116321
04a949b0-bb07-43da-8d75-de9e7907104c,62,1792.0,"Sent Rs.20.00 from Kotak Bank AC X8250 to mmmocl.zkp@icici on 18-12-24.UPI Ref 435337451616. Not you, https://kotak.com/KBANKT/Fraud",com.google.android.apps.messaging,2024-12-18T12:00:05.763Z,"Sent Rs.20.00 from Kotak Bank AC X8250 to mmmocl.zkp@icici on 18-12-24.UPI Ref 435337451616. Not you, https://kotak.com/KBANKT/Fraud",,,,True,20.00,,Kotak Bank AC X8250 to mmmocl.zkp
04a949b0-bb07-43da-8d75-de9e7907104c,62,1791.0,"Introducing New ISD minute packs for USA, Canada, Australia, New Zealand, UAE, Saudi Arabia and other popular countries. Packs starting at just Rs. 39. Applicable on prepaid & postpaid Jio numbers. To know more about ISD packs and to Recharge Visit: www.jio.com/r/AhSBzYTJZ",com.google.android.apps.messaging,2024-12-18T08:33:06.413Z,"Introducing New ISD minute packs for USA, Canada, Australia, New Zealand, UAE, Saudi Arabia and other popular countries. Packs starting at just Rs. 39. Applicable on prepaid & postpaid Jio numbers. To know more about ISD packs and to Recharge Visit: www.jio.com/r/AhSBzYTJZ",,just Rs,,True,39,,just Rs. 39. Applicable on prepaid & postpaid Jio numbers. To know more about ISD packs and to Recharge Visit
04a949b0-bb07-43da-8d75-de9e7907104c,62,1790.0,"We are waiting to hear from you! Click www.jio.com/r/AhSmrbFkh to share your feedback on Jio's network and help us serve you better. Thank you, Team Jio",com.google.android.apps.messaging,2024-12-18T07:29:37.315Z,"We are waiting to hear from you! Click www.jio.com/r/AhSmrbFkh to share your feedback on Jio's network and help us serve you better. Thank you, Team Jio",,,,True,,,hear from you
04a949b0-bb07-43da-8d75-de9e7907104c,62,1788.0,"Sent Rs.20.00 from Kotak Bank AC X8250 to mmmocl.zkp@icici on 18-12-24.UPI Ref 435332864999. Not you, https://kotak.com/KBANKT/Fraud",com.google.android.apps.messaging,2024-12-18T04:35:30.514Z,"Sent Rs.20.00 from Kotak Bank AC X8250 to mmmocl.zkp@icici on 18-12-24.UPI Ref 435332864999. Not you, https://kotak.com/KBANKT/Fraud",,,,True,20.00,,Kotak Bank AC X8250 to mmmocl.zkp
04a949b0-bb07-43da-8d75-de9e7907104c,62,1785.0,"ATTENTION!
90% of daily data daily data used as on 17-Dec-24 23:38 !
Jio Number : 8928859668
Daily quota as per plan :1 GB
If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used.
To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster
For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",com.google.android.apps.messaging,2024-12-17T18:09:01.016Z,"ATTENTION!
90% of daily data daily data used as on 17-Dec-24 23:38 !
Jio Number : 8928859668
Daily quota as per plan :1 GB
If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used.
To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster
For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",,,,True,,,"explore and recharge with data packs, click"
04a949b0-bb07-43da-8d75-de9e7907104c,62,1784.0,"17-Dec-24 23:03 Hrs पर्यंत 50% डेटा कोटा वापरला गेला आहे. 
जियो नंबर : 8928859668 
प्लॅननुसार दररोजच्या डेटा कोटा: 1 GB 
आपले खाते MyJio अ‍ॅप द्वारे मॅनेज करण्यासाठी, https://www.youtube.com/watch?v=ZZkwLDJ0NLA क्लिक करा. 
आपल्या वर्तमान बॅलन्स, वैधता, प्लॅनची माहिती आणि आकर्षक रिचार्ज प्लॅनसच्या माहितीकरीता १९९१ डायल करा.",com.google.android.apps.messaging,2024-12-17T17:37:19.840Z,"Up to 17-Dec-24 23:03 HRS 50% data quota has been used.
Jio Number: 8928859668
Daily data quota according to the plan: 1 GB
To manage your account via myjio app, click https://www.youtube.com/watch?v=ZZKWLDJ0nla.
Dial 1949 for your current balance, validity, plan information and attractive recharge planns.",,,,True,50,,17-Dec-24 23
04a949b0-bb07-43da-8d75-de9e7907104c,62,1783.0,"Usage Alert!
50% of daily data used as on 17-Dec-24 23:03 Hrs !
Jio Number : 8928859668 
Daily Data quota as per plan : 1 GB 
For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",com.google.android.apps.messaging,2024-12-17T17:34:28.899Z,"Usage Alert!
50% of daily data used as on 17-Dec-24 23:03 Hrs !
Jio Number : 8928859668
Daily Data quota as per plan : 1 GB
For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",,,,True,,,
04a949b0-bb07-43da-8d75-de9e7907104c,62,1782.0,"17-Dec-24 23:03 Hrs बजे तक 50% दैनिक डेटा कोटा खर्च हो चुका है । 
Jio नंबर : 8928859668 
प्लान के अनुसार कुल दैनिक डेटा : 1 GB 
अपने Jio अकाउंट को कैसे मैनेज करें के बारे में अधिक जानने के लिए क्लिक करें https://www.youtube.com/watch?v=s-5cAGH5N9Q
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्ष क रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",com.google.android.apps.messaging,2024-12-17T17:33:39.353Z,"17-DEC-24 23:03 HRS 50% daily data quota has been spent.
JIO Number: 8928859668
Total daily data according to the plan: 1 GB
Click to learn more about how to manage your Jio account https://www.youtube.com/watch?v=S-5cagh5n9q
Dial 1991 to know about the current balance, validity, plan details and recharge plan of attraction.",,,,True,50,,the plan
04a949b0-bb07-43da-8d75-de9e7907104c,62,1781.0,"Sent Rs.20.00 from Kotak Bank AC X8250 to mmmocl.zkp@icici on 17-12-24.UPI Ref 435228929268. Not you, https://kotak.com/KBANKT/Fraud",com.google.android.apps.messaging,2024-12-17T14:23:28.560Z,"Sent Rs.20.00 from Kotak Bank AC X8250 to mmmocl.zkp@icici on 17-12-24.UPI Ref 435228929268. Not you, https://kotak.com/KBANKT/Fraud",,,,True,20.00,,Kotak Bank AC X8250 to mmmocl.zkp
04a949b0-bb07-43da-8d75-de9e7907104c,62,1780.0,"Usage Alert!
50% of daily data used as on 17-Dec-24 17:29 !
Jio Number : 8928859668 
Daily Data quota as per plan : 1 GB 
For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",com.google.android.apps.messaging,2024-12-17T12:02:41.742Z,"Usage Alert!
50% of daily data used as on 17-Dec-24 17:29 !
Jio Number : 8928859668
Daily Data quota as per plan : 1 GB
For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",,,,True,,,
04a949b0-bb07-43da-8d75-de9e7907104c,62,1779.0,"17-Dec-24 17:29 पर्यंत 50% डेटा कोटा वापरला गेला आहे. 
जियो नंबर : 8928859668 
प्लॅननुसार दररोजच्या डेटा कोटा: 1 GB 
आपले खाते MyJio अ‍ॅप द्वारे मॅनेज करण्यासाठी, https://www.youtube.com/watch?v=ZZkwLDJ0NLA क्लिक करा. 
आपल्या वर्तमान बॅलन्स, वैधता, प्लॅनची माहिती आणि आकर्षक रिचार्ज प्लॅनसच्या माहितीकरीता १९९१ डायल करा.",com.google.android.apps.messaging,2024-12-17T12:00:41.088Z,"50% of the data quota has been used by 17-Dec-24 17:29.
Jio Number: 8928859668
Daily data quota according to the plan: 1 GB
To manage your account via myjio app, click https://www.youtube.com/watch?v=ZZKWLDJ0nla.
Dial 1949 for your current balance, validity, plan information and attractive recharge planns.",,,,True,,,the plan
04a949b0-bb07-43da-8d75-de9e7907104c,62,1778.0,"17-Dec-24 17:29 बजे तक 50% दैनिक डेटा कोटा खर्च हो चुका है । 
Jio नंबर : 8928859668 
प्लान के अनुसार कुल दैनिक डेटा : 1 GB 
अपने Jio अकाउंट को कैसे मैनेज करें के बारे में अधिक जानने के लिए क्लिक करें https://www.youtube.com/watch?v=s-5cAGH5N9Q
वर्तमान बैलेंस, वैधता, प्लान विवरण और आकर्ष क रीचार्ज प्लान के बारे में जानने के लिए 1991 डायल करें ।",com.google.android.apps.messaging,2024-12-17T11:59:50.452Z,"By 17-DEC-24 17:29 pm, 50% daily data quota has been spent.
JIO Number: 8928859668
Total daily data according to the plan: 1 GB
Click to learn more about how to manage your Jio account https://www.youtube.com/watch?v=S-5cagh5n9q
Dial 1991 to know about the current balance, validity, plan details and recharge plan of attraction.",,,,True,,,the plan
04a949b0-bb07-43da-8d75-de9e7907104c,62,1777.0,"Sent Rs.28.00 from Kotak Bank AC X8250 to bharatpe.90070979250@fbpe on 17-12-24.UPI Ref 435226860824. Not you, https://kotak.com/KBANKT/Fraud",com.google.android.apps.messaging,2024-12-17T11:58:32.565Z,"Sent Rs.28.00 from Kotak Bank AC X8250 to bharatpe.90070979250@fbpe on 17-12-24.UPI Ref 435226860824. Not you, https://kotak.com/KBANKT/Fraud",,,,True,28.00,,Kotak Bank AC X8250 to bharatpe.90070979250
04a949b0-bb07-43da-8d75-de9e7907104c,62,1776.0,"Sent Rs.20.00 from Kotak Bank AC X8250 to mmmocl.zkp@icici on 17-12-24.UPI Ref 435226555700. Not you, https://kotak.com/KBANKT/Fraud",com.google.android.apps.messaging,2024-12-17T11:30:47.940Z,"Sent Rs.20.00 from Kotak Bank AC X8250 to mmmocl.zkp@icici on 17-12-24.UPI Ref 435226555700. Not you, https://kotak.com/KBANKT/Fraud",,,,True,20.00,,Kotak Bank AC X8250 to mmmocl.zkp
04a949b0-bb07-43da-8d75-de9e7907104c,62,1775.0,Ekart Update: OTP 764061 for your shipment GREYSHADE Women Printed Str... with tracking id FMPP2751633501. Please share with Wishmaster for delivery of the shipment.,com.google.android.apps.messaging,2024-12-17T10:22:33.053Z,Ekart Update: OTP 764061 for your shipment GREYSHADE Women Printed Str... with tracking id FMPP2751633501. Please share with Wishmaster for delivery of the shipment.,,,,True,,,tracking id FMPP2751633501. Please share with Wishmaster for delivery of the shipment.
04a949b0-bb07-43da-8d75-de9e7907104c,62,1774.0,Ekart Update: OTP 764061 for your shipment GREYSHADE Women Printed Str... with tracking id FMPP2751633501. Please share with Wishmaster for delivery of the shipment.,com.google.android.apps.messaging,2024-12-17T10:20:49.314Z,Ekart Update: OTP 764061 for your shipment GREYSHADE Women Printed Str... with tracking id FMPP2751633501. Please share with Wishmaster for delivery of the shipment.,,,,True,,,tracking id FMPP2751633501. Please share with Wishmaster for delivery of the shipment.
04a949b0-bb07-43da-8d75-de9e7907104c,62,1773.0,Ekart Update: OTP 764061 for your shipment GREYSHADE Women Printed Str... with tracking id FMPP2751633501. Please share with Wishmaster for delivery of the shipment.,com.google.android.apps.messaging,2024-12-17T10:20:46.063Z,Ekart Update: OTP 764061 for your shipment GREYSHADE Women Printed Str... with tracking id FMPP2751633501. Please share with Wishmaster for delivery of the shipment.,,,,True,,,tracking id FMPP2751633501. Please share with Wishmaster for delivery of the shipment.
04a949b0-bb07-43da-8d75-de9e7907104c,62,1772.0,Ekart Update: GREYSHADE Women Printed Str... with OTP 764061  will be delivered by 9pm today.  Track: http://fkrt.it/EKARTL/58JWeDuuuN,com.google.android.apps.messaging,2024-12-17T09:23:39.737Z,Ekart Update: GREYSHADE Women Printed Str... with OTP 764061  will be delivered by 9pm today.  Track: http://fkrt.it/EKARTL/58JWeDuuuN,,,,True,,,OTP 764061  will be delivered by 9pm today.  Track
04a949b0-bb07-43da-8d75-de9e7907104c,62,1771.0,"Sent Rs.25.00 from Kotak Bank AC X8250 to paytmqr5yuyx5@ptys on 17-12-24.UPI Ref 435225086702. Not you, https://kotak.com/KBANKT/Fraud",com.google.android.apps.messaging,2024-12-17T08:53:40.869Z,"Sent Rs.25.00 from Kotak Bank AC X8250 to paytmqr5yuyx5@ptys on 17-12-24.UPI Ref 435225086702. Not you, https://kotak.com/KBANKT/Fraud",,,,True,25.00,,Kotak Bank AC X8250 to paytmqr5yuyx5
04a949b0-bb07-43da-8d75-de9e7907104c,62,1770.0,5143 is the OTP to login to your Khelomore account. DO NOT disclose it to anyone. eMSE5/5jd8v,com.google.android.apps.messaging,2024-12-17T08:30:18.889Z,5143 is the OTP to login to your Khelomore account. DO NOT disclose it to anyone. eMSE5/5jd8v,,,,True,,,login to your Khelomore account. DO NOT disclose it to anyone. eMSE5
04a949b0-bb07-43da-8d75-de9e7907104c,62,1769.0,"IBSAT 2024 Applications will Close Tomorrow. IBS Hyderabad NIRF 39, AACSB, 95% Placements, Rs 2 Lakh Scholarship Apply Now https://vm.ltd/IBSMBA/WAhCvO",com.google.android.apps.messaging,2024-12-17T07:16:44.260Z,"IBSAT 2024 Applications will Close Tomorrow. IBS Hyderabad NIRF 39, AACSB, 95% Placements, Rs 2 Lakh Scholarship Apply Now https://vm.ltd/IBSMBA/WAhCvO",,,,True,2,,"2024 Applications will Close Tomorrow. IBS Hyderabad NIRF 39, AACSB, 95"
04a949b0-bb07-43da-8d75-de9e7907104c,62,1768.0,"Sent Rs.20.00 from Kotak Bank AC X8250 to mmmocl.zkp@icici on 17-12-24.UPI Ref 435223147173. Not you, https://kotak.com/KBANKT/Fraud",com.google.android.apps.messaging,2024-12-17T05:56:32.593Z,"Sent Rs.20.00 from Kotak Bank AC X8250 to mmmocl.zkp@icici on 17-12-24.UPI Ref 435223147173. Not you, https://kotak.com/KBANKT/Fraud",,,,True,20.00,,Kotak Bank AC X8250 to mmmocl.zkp
